stu_no,q1_accuracy,q1_score_pct,q1_avg_time_sec,q1_easy_accuracy,q1_medium_accuracy,q1_hard_accuracy,q1_slow_wrong_ratio,q1_fast_wrong_ratio,q1_num_topics_below_50pct,q1_weakest_topic_score,q1_topic_Algorithm_Design,q1_topic_Arrays,q1_topic_Code_Tracing,q1_topic_Conditional_Statements,q1_topic_Data_Types,q1_topic_Debugging,q1_topic_Expressions,q1_topic_Flowcharts_and_Algorithms,q1_topic_Functions,q1_topic_Input_and_Output,q1_topic_Loops,q1_topic_Nested_Loops,q1_topic_Operators,q1_topic_Strings,q1_topic_Variables_and_Identifiers,q2_accuracy,q2_score_pct,q2_avg_time_sec,q2_easy_accuracy,q2_medium_accuracy,q2_hard_accuracy,q2_slow_wrong_ratio,q2_fast_wrong_ratio,q2_num_topics_below_50pct,q2_weakest_topic_score,q2_topic_Arrays_2D,q2_topic_Classes_and_Objects,q2_topic_Complexity_Analysis,q2_topic_Debugging_Advanced,q2_topic_Exception_Handling,q2_topic_File_Handling,q2_topic_Functions,q2_topic_Inheritance,q2_topic_Loops,q2_topic_OOP_Basics,q2_topic_Pointers_and_References,q2_topic_Recursion,q2_topic_Searching_Algorithms,q2_topic_Sorting_Algorithms,q2_topic_Strings_Advanced,q3_accuracy,q3_score_pct,q3_avg_time_sec,q3_easy_accuracy,q3_medium_accuracy,q3_hard_accuracy,q3_slow_wrong_ratio,q3_fast_wrong_ratio,q3_num_topics_below_50pct,q3_weakest_topic_score,q3_topic_Abstract_Classes,q3_topic_Algorithm_Patterns,q3_topic_Code_Optimisation,q3_topic_Debugging_Complex,q3_topic_Design_Patterns,q3_topic_Dynamic_Programming,q3_topic_Graphs_Basics,q3_topic_Interfaces,q3_topic_Linked_Lists,q3_topic_OOP_Advanced,q3_topic_Polymorphism,q3_topic_Problem_Decomposition,q3_topic_Stack_and_Queue,q3_topic_Testing_Basics,q3_topic_Trees_Basics,trend_q1_q2,trend_q2_q3,trend_q1_q3,final_mark,final_grade,passed,risk_label
STU0950,0.4667,46.67,48.07,0.6,0.5,0.25,0.3667,0.0,6,0.0,0.0,0.6667,0.0,0.5,1.0,0.5,0.0,0.0,0.6667,1.0,0.3333,0.0,0.5,0.6667,0.5,0.2667,26.67,82.13,0.4,0.1818,0.2857,0.4333,0.0,7,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.4667,46.67,73.4,0.2,0.5455,0.5,0.2667,0.0,5,0.0,0.0,0.0,0.5,0.5,0.5,0.6667,1.0,0.0,0.6667,0.5,1.0,0.5,0.0,1.0,0.0,-20.0,20.0,0.0,44,D+,0,High
STU0951,0.9,90.0,41.3,0.9,1.0,0.75,0.0667,0.0,0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,0.6667,1.0,0.8667,86.67,74.47,1.0,0.8182,0.8571,0.0667,0.0,1,0.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6667,1.0,0.6,60.0,78.03,0.8,0.6364,0.5,0.2667,0.0,5,0.0,1.0,0.5,0.0,1.0,1.0,0.3333,0.5,0.0,0.3333,1.0,1.0,0.0,1.0,1.0,0.6667,-3.3299999999999983,-26.67,-30.0,68,B,1,Low
STU0952,0.8333,83.33,42.97,0.9,0.8333,0.75,0.1333,0.0,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6667,0.5,0.7,70.0,65.83,1.0,0.7273,0.5714,0.2,0.0,3,0.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,0.8667,86.67,77.03,1.0,0.7273,0.9286,0.0667,0.0,0,0.5,1.0,0.5,1.0,1.0,1.0,0.6667,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,0.6667,-13.329999999999998,16.67,3.3400000000000034,78,A-,1,Low
STU0953,0.6333,63.33,45.9,0.9,0.3333,0.75,0.2667,0.0,3,0.0,0.0,0.6667,0.5,0.5,0.5,0.5,1.0,0.0,0.6667,1.0,1.0,1.0,0.0,0.6667,1.0,0.4,40.0,83.53,0.2,0.5455,0.3571,0.3667,0.0,6,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.5,0.6,60.0,72.3,0.8,0.6364,0.5,0.2667,0.0,5,0.0,1.0,1.0,0.0,1.0,0.0,0.3333,0.5,1.0,0.6667,0.0,1.0,1.0,1.0,0.0,0.6667,-23.33,20.0,-3.3299999999999983,56,C+,1,Medium
STU0954,0.3667,36.67,57.43,0.5,0.4167,0.125,0.3,0.0,6,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.6667,1.0,0.0,0.5,0.5,0.6667,0.5,0.3333,33.33,80.67,0.4,0.1818,0.4286,0.3,0.0,7,0.0,0.5,0.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5333,53.33,74.17,0.4,0.4545,0.6429,0.2333,0.0,5,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.3333,0.5,0.5,0.5,1.0,1.0,0.3333,-3.3400000000000034,20.0,16.659999999999997,56,C+,1,Medium
STU0955,0.5,50.0,51.67,0.5,0.5833,0.375,0.3333,0.0,7,0.0,0.0,0.3333,1.0,1.0,0.0,0.5,0.0,1.0,0.3333,0.0,1.0,0.0,0.5,0.6667,0.5,0.5,50.0,79.17,0.4,0.5455,0.5,0.3,0.0,6,0.0,0.0,0.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.4333,43.33,76.5,0.2,0.6364,0.3571,0.2667,0.0,7,0.0,0.0,0.0,0.5,0.5,1.0,0.3333,1.0,0.0,0.6667,0.0,0.0,1.0,0.5,1.0,0.0,0.0,-6.670000000000002,-6.670000000000002,57,C+,1,Medium
STU0956,0.5667,56.67,46.73,0.6,0.6667,0.375,0.2667,0.0,4,0.0,0.0,0.6667,1.0,0.0,0.5,0.5,1.0,1.0,0.3333,1.0,0.6667,0.0,1.0,0.6667,0.5,0.6667,66.67,64.53,0.6,0.6364,0.7143,0.1,0.0,1,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.6667,0.6667,0.0,0.7,70.0,76.23,0.6,0.9091,0.5714,0.1667,0.0,4,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.6667,1.0,0.0,1.0,1.0,1.0,1.0,10.0,3.3299999999999983,13.329999999999998,67,B,1,Low
STU0957,0.1667,16.67,71.83,0.3,0.0833,0.125,0.5,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.3333,0.0,0.3333,0.0,0.0,0.0,0.5,0.4,40.0,78.7,0.2,0.3636,0.5,0.2333,0.0,6,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.6667,1.0,0.3333,33.33,74.43,0.4,0.2727,0.3571,0.2667,0.0,8,0.0,0.0,0.0,0.5,0.0,0.5,0.3333,1.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.3333,23.33,-6.670000000000002,16.659999999999997,38,D,0,High
STU0958,0.9667,96.67,36.47,1.0,1.0,0.875,0.0333,0.0,0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333,83.33,69.7,0.6,0.9091,0.8571,0.1333,0.0,0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8,80.0,73.33,0.8,0.9091,0.7143,0.1667,0.0,3,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3333,1.0,0.5,1.0,1.0,1.0,1.0,-13.340000000000003,-3.3299999999999983,-16.67,90,A+,1,Low
STU0959,0.5333,53.33,46.57,0.7,0.5,0.375,0.3,0.0,5,0.0,1.0,0.3333,0.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.3333,0.5,1.0,0.6667,0.0,0.6667,66.67,73.43,0.6,0.8182,0.5714,0.1667,0.0,3,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,1.0,1.0,0.6667,1.0,0.6667,66.67,72.7,0.8,0.6364,0.6429,0.1667,0.0,2,0.0,1.0,0.5,1.0,0.5,0.5,0.6667,1.0,1.0,0.6667,1.0,0.0,0.5,1.0,0.0,0.6667,13.340000000000003,0.0,13.340000000000003,55,C+,1,Medium
STU0960,0.9,90.0,43.67,1.0,0.8333,0.875,0.1,0.0,0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.7333,73.33,70.7,0.8,0.7273,0.7143,0.1333,0.0,2,0.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.6667,1.0,1.0,0.9667,96.67,68.47,1.0,1.0,0.9286,0.0333,0.0,0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,-16.67,23.340000000000003,6.670000000000002,90,A+,1,Low
STU0961,0.6,60.0,47.6,0.9,0.5833,0.25,0.2667,0.0,5,0.0,0.0,0.3333,0.5,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.6667,0.0,1.0,0.3333,1.0,0.6,60.0,76.7,0.6,0.3636,0.7857,0.2,0.0,4,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.6667,0.3333,1.0,0.6,60.0,70.23,0.4,0.6364,0.6429,0.2,0.0,3,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.6667,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,59,C+,1,Medium
STU0962,0.7667,76.67,41.43,1.0,0.75,0.5,0.1333,0.0,2,0.0,0.0,0.6667,1.0,1.0,1.0,1.0,1.0,0.0,0.6667,1.0,0.6667,0.5,1.0,0.6667,1.0,0.7333,73.33,74.37,0.6,0.7273,0.7857,0.1667,0.0,2,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.8,80.0,75.0,0.6,0.9091,0.7857,0.1333,0.0,2,0.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-3.3400000000000034,6.670000000000002,3.3299999999999983,82,A,1,Low
STU0963,0.4333,43.33,56.27,0.5,0.3333,0.5,0.3333,0.0,6,0.0,1.0,0.6667,0.5,1.0,0.0,0.0,1.0,1.0,0.6667,0.0,0.3333,0.5,0.5,0.0,0.0,0.3,30.0,74.97,0.2,0.2727,0.3571,0.3,0.0,8,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.3333,0.5,0.3,30.0,72.4,0.6,0.4545,0.0714,0.3,0.0,9,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.3333,0.0,1.0,0.0,0.5,1.0,0.0,-13.329999999999998,0.0,-13.329999999999998,51,C,1,Medium
STU0964,0.6333,63.33,42.57,0.7,0.6667,0.5,0.2333,0.0,3,0.0,1.0,0.3333,0.0,0.5,1.0,0.5,1.0,0.0,0.6667,1.0,0.6667,1.0,0.5,1.0,0.5,0.6,60.0,70.1,0.4,0.4545,0.7857,0.2,0.0,2,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.6667,0.5,0.6667,66.67,76.6,0.4,0.6364,0.7857,0.1,0.0,2,0.0,1.0,1.0,0.5,0.5,1.0,0.6667,1.0,0.0,0.6667,0.5,0.5,0.5,1.0,0.0,0.6667,-3.3299999999999983,6.670000000000002,3.3400000000000034,63,B-,1,Medium
STU0965,0.7333,73.33,41.8,1.0,0.75,0.375,0.2667,0.0,1,0.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.6667,1.0,0.6667,0.0,1.0,0.6667,1.0,0.8,80.0,72.93,1.0,0.6364,0.8571,0.1,0.0,2,0.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.6333,63.33,76.03,1.0,0.5455,0.5714,0.2667,0.0,3,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.6667,1.0,0.5,1.0,1.0,0.0,1.0,6.670000000000002,-16.67,-10.0,68,B,1,Low
STU0966,0.5333,53.33,46.83,0.8,0.5,0.25,0.3,0.0,7,0.0,0.0,0.3333,0.0,1.0,1.0,0.0,1.0,1.0,0.3333,1.0,0.0,1.0,1.0,0.3333,1.0,0.5667,56.67,70.67,0.4,0.5455,0.6429,0.2333,0.0,3,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.6667,0.5,0.6,60.0,74.97,0.4,0.7273,0.5714,0.1667,0.0,5,0.0,0.0,0.5,1.0,1.0,0.0,0.6667,1.0,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,3.3400000000000034,3.3299999999999983,6.670000000000002,58,C+,1,Medium
STU0967,0.6,60.0,41.07,0.6,0.5833,0.625,0.2,0.0,6,0.0,0.0,0.3333,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.3333,0.5,1.0,0.3333,0.0,0.6,60.0,70.4,0.2,0.7273,0.6429,0.2,0.0,2,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5,0.6667,0.0,0.5,0.4333,43.33,80.57,0.2,0.3636,0.5714,0.2667,0.0,5,0.0,1.0,0.5,1.0,0.5,1.0,0.6667,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0,-16.67,-16.67,56,C+,1,Medium
STU0968,0.7667,76.67,39.93,0.9,0.75,0.625,0.2,0.0,2,0.0,1.0,0.6667,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,1.0,0.3333,0.0,1.0,1.0,1.0,0.7667,76.67,74.4,0.6,0.8182,0.7857,0.1667,0.0,1,0.3333,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.6667,0.3333,0.5,0.8333,83.33,70.67,1.0,0.6364,0.9286,0.1,0.0,1,0.0,1.0,0.5,1.0,1.0,1.0,0.6667,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.659999999999997,6.659999999999997,82,A,1,Low
STU0969,0.6333,63.33,43.2,1.0,0.6667,0.125,0.3667,0.0,4,0.0,0.0,0.3333,0.5,1.0,1.0,1.0,1.0,0.0,0.3333,1.0,0.6667,0.5,1.0,0.6667,0.5,0.6,60.0,69.43,0.8,0.6364,0.5,0.3,0.0,3,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.6667,0.6667,1.0,0.4333,43.33,68.33,0.4,0.1818,0.6429,0.2,0.0,6,0.0,1.0,1.0,0.5,0.5,0.5,0.3333,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.6667,-3.3299999999999983,-16.67,-20.0,56,C+,1,Medium
STU0970,0.8333,83.33,44.1,0.9,0.9167,0.625,0.1333,0.0,0,0.5,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,0.5,1.0,0.6667,0.5,0.7667,76.67,72.97,0.8,0.7273,0.7857,0.1333,0.0,2,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.6667,0.6667,1.0,0.7667,76.67,71.73,0.8,0.9091,0.6429,0.1667,0.0,2,0.0,1.0,0.5,1.0,1.0,0.0,0.6667,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,-6.659999999999997,0.0,-6.659999999999997,65,B,1,Low
STU0971,0.9,90.0,39.1,1.0,0.8333,0.875,0.1,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6667,1.0,0.7333,73.33,74.73,1.0,0.7273,0.6429,0.1333,0.0,1,0.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.6667,1.0,0.6333,63.33,76.0,0.8,0.5455,0.6429,0.2,0.0,3,0.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.3333,1.0,1.0,1.0,0.5,1.0,0.0,-16.67,-10.0,-26.67,84,A,1,Low
STU0972,0.6333,63.33,42.5,0.9,0.5,0.5,0.2333,0.0,3,0.0,1.0,0.6667,0.5,1.0,0.5,0.5,1.0,0.0,0.3333,1.0,0.3333,1.0,0.5,1.0,0.5,0.5667,56.67,80.57,1.0,0.7273,0.2857,0.3333,0.0,3,0.0,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.3333,0.6667,0.5,0.5667,56.67,74.83,0.6,0.4545,0.6429,0.2333,0.0,6,0.0,0.0,1.0,0.0,0.5,0.5,0.3333,0.5,0.0,0.6667,1.0,1.0,1.0,1.0,0.0,0.3333,-6.659999999999997,0.0,-6.659999999999997,65,B,1,Low
STU0973,0.5667,56.67,46.73,0.9,0.5,0.25,0.3333,0.0,5,0.0,1.0,0.6667,0.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.6667,0.0,1.0,0.6667,1.0,0.4333,43.33,77.23,0.8,0.2727,0.4286,0.3333,0.0,4,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.7,70.0,78.17,0.8,0.6364,0.7143,0.1667,0.0,2,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.3333,1.0,0.0,0.5,0.5,1.0,0.6667,-13.340000000000003,26.67,13.329999999999998,55,C+,1,Medium
STU0974,0.5333,53.33,44.7,0.8,0.5,0.25,0.3333,0.0,5,0.0,0.0,0.6667,0.0,0.5,0.5,0.0,1.0,1.0,0.3333,1.0,0.3333,0.5,1.0,0.6667,1.0,0.4333,43.33,67.47,0.6,0.4545,0.3571,0.2667,0.0,6,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.5333,53.33,84.53,0.2,0.7273,0.5,0.2667,0.0,5,0.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6667,0.0,0.0,0.5,0.5,0.0,0.0,-10.0,10.0,0.0,46,C-,0,High
STU0975,0.3333,33.33,54.1,0.3,0.3333,0.375,0.3667,0.0,8,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.4667,46.67,83.87,0.2,0.5455,0.5,0.2333,0.0,7,0.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333,0.3333,0.5,0.4,40.0,77.9,0.6,0.2727,0.4286,0.3333,0.0,8,0.0,1.0,1.0,0.5,0.5,0.0,0.3333,0.0,0.0,0.3333,0.0,0.5,0.5,1.0,0.0,0.3333,13.340000000000003,-6.670000000000002,6.670000000000002,41,D+,0,High
STU0976,0.4667,46.67,57.37,0.5,0.5833,0.25,0.3333,0.0,8,0.0,0.0,0.6667,0.5,1.0,1.0,1.0,0.0,0.0,0.3333,0.0,0.6667,0.0,0.0,0.3333,0.5,0.4667,46.67,67.33,0.6,0.5455,0.3571,0.2667,0.0,5,0.0,0.0,1.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.3333,0.6667,0.0,0.4,40.0,73.67,0.4,0.3636,0.4286,0.3,0.0,6,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.6667,0.0,0.5,0.5,1.0,0.0,0.6667,0.0,-6.670000000000002,-6.670000000000002,31,E,0,High
STU0977,0.5333,53.33,48.47,0.8,0.25,0.625,0.2333,0.0,4,0.0,0.0,0.6667,1.0,0.5,0.5,0.0,1.0,1.0,0.6667,1.0,0.3333,0.0,0.5,0.6667,0.5,0.5333,53.33,69.17,0.6,0.3636,0.6429,0.2667,0.0,5,0.0,0.5,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.3667,36.67,88.7,0.6,0.3636,0.2857,0.4,0.0,8,0.0,0.0,0.0,0.5,0.5,0.0,0.3333,0.0,1.0,0.6667,0.0,1.0,0.5,0.5,0.0,0.3333,0.0,-16.659999999999997,-16.659999999999997,52,C,1,Medium
STU0978,0.8667,86.67,38.27,0.9,0.9167,0.75,0.0667,0.0,1,0.3333,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.3333,1.0,1.0,1.0,1.0,0.6667,1.0,0.6,60.0,82.47,0.4,0.8182,0.5,0.1667,0.0,3,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.6667,0.3333,0.0,0.6667,66.67,79.33,0.8,0.6364,0.6429,0.1667,0.0,4,0.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.3333,-26.67,6.670000000000002,-20.0,70,B+,1,Low
STU0979,0.5667,56.67,43.27,0.7,0.5,0.5,0.2,0.0,4,0.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.3333,0.5,0.5,0.3333,1.0,0.4,40.0,75.6,0.0,0.4545,0.5,0.2,0.0,6,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.3333,0.0,0.4667,46.67,68.03,0.4,0.3636,0.5714,0.2,0.0,7,0.0,1.0,1.0,0.0,0.5,1.0,0.3333,0.5,0.0,0.3333,0.0,1.0,0.0,0.5,0.0,0.6667,-16.67,6.670000000000002,-10.0,55,C+,1,Medium
STU0980,0.8333,83.33,40.17,1.0,0.8333,0.625,0.1333,0.0,2,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,0.0,1.0,1.0,1.0,0.7667,76.67,69.6,0.6,0.9091,0.7143,0.2,0.0,2,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,0.3333,1.0,1.0,0.8,80.0,73.3,1.0,0.8182,0.7143,0.1333,0.0,1,0.0,1.0,0.0,1.0,1.0,1.0,0.6667,1.0,1.0,0.6667,1.0,0.5,1.0,1.0,1.0,0.6667,-6.659999999999997,3.3299999999999983,-3.3299999999999983,80,A,1,Low
STU0981,0.6,60.0,45.47,0.6,0.5,0.75,0.2333,0.0,3,0.0,1.0,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.6667,1.0,0.6667,0.5,0.5,0.3333,0.5,0.5,50.0,71.6,0.4,0.4545,0.5714,0.3333,0.0,6,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6667,0.6667,0.5,0.5333,53.33,69.9,0.6,0.5455,0.5,0.2667,0.0,4,0.0,1.0,0.0,1.0,0.0,0.5,0.6667,0.5,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,-10.0,3.3299999999999983,-6.670000000000002,64,B-,1,Medium
STU0982,0.5,50.0,51.37,0.9,0.4167,0.125,0.4667,0.0,5,0.0,1.0,0.6667,0.0,1.0,0.5,0.5,1.0,1.0,0.6667,1.0,0.3333,0.0,0.0,0.3333,0.5,0.4667,46.67,69.9,0.8,0.3636,0.4286,0.3333,0.0,4,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.6667,0.0,0.5,0.4667,46.67,73.93,0.4,0.4545,0.5,0.2667,0.0,6,0.0,1.0,0.0,0.0,1.0,0.5,0.3333,0.0,0.0,0.6667,0.5,0.5,0.5,1.0,0.0,0.6667,-3.3299999999999983,0.0,-3.3299999999999983,51,C,1,Medium
STU0983,0.4667,46.67,52.83,0.7,0.1667,0.625,0.3333,0.0,6,0.0,1.0,0.3333,0.5,0.5,1.0,0.5,1.0,0.0,0.3333,1.0,0.3333,0.5,1.0,0.0,0.0,0.4333,43.33,73.93,0.4,0.3636,0.5,0.3333,0.0,4,0.0,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.6667,0.5,0.4,40.0,76.67,0.4,0.5455,0.2857,0.3333,0.0,9,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333,1.0,0.0,0.0,0.5,1.0,0.0,-3.3400000000000034,-3.3299999999999983,-6.670000000000002,36,D,0,High
STU0984,0.5667,56.67,47.83,0.9,0.5,0.25,0.3333,0.0,5,0.0,0.0,0.3333,0.5,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.6667,0.0,1.0,0.6667,0.5,0.5667,56.67,65.07,0.8,0.5455,0.5,0.1667,0.0,4,0.0,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,0.6667,0.3333,1.0,0.6667,66.67,75.3,0.6,0.7273,0.6429,0.1333,0.0,4,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.3333,1.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,10.0,65,B,1,Low
STU0985,0.2667,26.67,61.93,0.5,0.1667,0.125,0.4,0.0,10,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,1.0,1.0,0.3333,0.0,0.0,0.0,0.5,0.6667,0.5,0.5,50.0,73.23,0.8,0.7273,0.2143,0.3667,0.0,4,0.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.6667,0.3333,1.0,0.3667,36.67,73.3,0.8,0.3636,0.2143,0.4,0.0,7,0.0,1.0,0.0,0.5,0.5,0.0,0.6667,0.0,1.0,0.3333,0.5,0.5,0.0,0.0,1.0,0.3333,23.33,-13.329999999999998,10.0,40,D+,0,High
STU0986,0.3,30.0,61.63,0.6,0.0833,0.25,0.5,0.0,10,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.3333,0.0,0.6667,0.0,0.5,0.3333,1.0,0.2,20.0,79.17,0.2,0.0909,0.2857,0.3667,0.0,10,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5333,53.33,66.33,0.2,0.5455,0.6429,0.1667,0.0,5,0.0,0.0,0.5,1.0,1.0,0.5,0.3333,0.5,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.3333,-10.0,33.33,23.33,39,D,0,High
